,AdmissionYear,AdmissionMonth,MonthCode,AdmissionType,CountyOfCommitment,LastKnownResidenceCounty,Gender,AgeOfAdmission,MostSeriousCrime,AgeRange,Borough
0,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,40,CPCS 3RD,25-44,BRONX
1,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,17,ASSAULT 2ND,< 18,NA
2,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,17,ASSAULT 2ND,< 18,NA
3,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,20,CPCS 5TH,18-24,NA
4,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,21,CPCS 3RD,18-24,NA
5,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,21,AGG.CRIMINAL CONTEMPT,18-24,NA
6,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,22,ROBBERY 2ND,18-24,NA
7,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,22,POS FORGE DEVICE,18-24,NA
8,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,23,RAPE 2ND 2007,18-24,NA
9,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,23,C POS WEAPON 2ND,18-24,NA
10,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,24,CRIM SEX ACT 2ND 2007,18-24,NA
11,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,25,ROBBERY 2ND,25-44,NA
12,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,25,FORGERY 2ND,25-44,NA
13,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,25,C POS WEAPON 2ND,25-44,NA
14,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,26,BURGLARY 1ST,25-44,NA
15,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,26,CPCS 3RD,25-44,NA
16,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,26,CPCS 4TH,25-44,NA
17,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,27,IDENTITY THEFT 1,25-44,NA
18,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,27,CONTEMPT 1ST,25-44,NA
19,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,30,CONTEMPT 1ST,25-44,NA
20,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,31,GRAND LARCEN 3RD,25-44,NA
21,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,31,C POS WEAPON 2ND,25-44,NA
22,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,32,C POS WEAPON 2ND,25-44,NA
23,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,33,CPCS 4TH,25-44,NA
24,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,35,CSCS 3RD,25-44,NA
25,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,35,CPCS 5TH,25-44,NA
26,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,36,AGGR DWI:2 PRIOR 10 YR,25-44,NA
27,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,37,ROBBERY 2ND,25-44,NA
28,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,37,ROBBERY 3RD,25-44,NA
29,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,38,CPCS 3RD,25-44,NA
30,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,39,C POS WEAPON 2ND,25-44,NA
31,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,42,C POS WEAPON 2ND,25-44,NA
32,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,42,AGG.CRIMINAL CONTEMPT,25-44,NA
33,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,44,BURGLARY 2ND,25-44,NA
34,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,45,BURGLARY 2ND,45-64,NA
35,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,51,ASSAULT 1ST B FELONY,45-64,NA
36,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,52,GRAND LARCEN 3RD,45-64,NA
37,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,53,ROBBERY 3RD,45-64,NA
38,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,53,UNLICENSED DRIVER,45-64,NA
39,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,55,CONTEMPT 1ST,45-64,NA
40,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,59,BURGLARY 2ND,45-64,NA
41,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,MALE,72,DRIVE INTOX 2 OFF,65+,NA
42,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,FEMALE,31,C POS WEAPON 2ND,25-44,NA
43,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,FEMALE,33,ROBBERY 1ST,25-44,NA
44,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,FEMALE,34,CPCS 4TH,25-44,NA
45,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,FEMALE,37,AGGR DWI:WITH CHILD-1ST,25-44,NA
46,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,FEMALE,40,ROBBERY 2ND,25-44,NA
47,2018,JANUARY,1,NEW COURT COMMITMENT,ALBANY,MISSING,FEMALE,40,FORGERY 2ND,25-44,NA
48,2018,JANUARY,1,NEW COURT COMMITMENT,ALLEGANY,MISSING,MALE,24,CONTEMPT 1ST,18-24,NA
49,2018,JANUARY,1,NEW COURT COMMITMENT,ALLEGANY,MISSING,MALE,35,CSCS 3RD,25-44,NA
50,2018,JANUARY,1,NEW COURT COMMITMENT,ALLEGANY,MISSING,MALE,39,ASSAULT 1ST B FELONY,25-44,NA
51,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,17,C POS WEAPON 2ND,< 18,BRONX
52,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,17,YO ASSAULT,< 18,BRONX
53,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,18,YO MURDER,< 18,BRONX
54,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,19,ASSAULT 2ND,18-24,BRONX
55,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,19,GRAND LARCEN 4TH,18-24,BRONX
56,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,19,C POS WEAPON 2ND,18-24,BRONX
57,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,20,ROBBERY 2ND,18-24,BRONX
58,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,20,ASSAULT 2ND,18-24,BRONX
59,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,21,ROBBERY 3RD,18-24,BRONX
60,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,22,ROBBERY 1ST,18-24,BRONX
61,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,22,ROBBERY 2ND,18-24,BRONX
62,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,22,ROBBERY 2ND,18-24,BRONX
63,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,22,CSCS 3RD,18-24,BRONX
64,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,22,C POS WEAPON 2ND,18-24,BRONX
65,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,23,MURDER 2ND,18-24,BRONX
66,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,23,ASSAULT 2ND,18-24,BRONX
67,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,23,BURGLARY 3RD,18-24,BRONX
68,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,23,STOLEN PROP 3RD,18-24,BRONX
69,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,23,CSCS 5TH,18-24,BRONX
70,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,23,C POS WEAPON 2ND,18-24,BRONX
71,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,24,ROBBERY 2ND,18-24,BRONX
72,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,24,CPCS 3RD,18-24,BRONX
73,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,24,C POS WEAPON 2ND,18-24,BRONX
74,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,25,MANSLAUGHTER 1ST,25-44,BRONX
75,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,25,CSCS 3RD,25-44,BRONX
76,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,26,ROBBERY 1ST,25-44,BRONX
77,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,27,ASSAULT 2ND,25-44,BRONX
78,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,27,CSCS 3RD,25-44,BRONX
79,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,27,CPCS 4TH,25-44,BRONX
80,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,28,C POS WEAPON 3RD SUB4-8VFO,25-44,BRONX
81,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,29,MURDER 2ND,25-44,BRONX
82,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,29,ROBBERY 2ND,25-44,BRONX
83,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,29,C POS WEAPON 2ND,25-44,BRONX
84,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,30,CSCS 2ND,25-44,BRONX
85,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,30,BRIBING WITNESS,25-44,BRONX
86,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,31,MURDER 2ND,25-44,BRONX
87,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,31,C POS WEAPON 2ND,25-44,BRONX
88,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,32,ROBBERY 2ND,25-44,BRONX
89,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,32,RECK ENDANGER 1ST,25-44,BRONX
90,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,32,CSCS 5TH,25-44,BRONX
91,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,33,SEXUAL ABUSE 1ST,25-44,BRONX
92,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,33,CRIM SEX ACT 1ST,25-44,BRONX
93,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,33,CPCS 3RD,25-44,BRONX
94,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,35,ASSAULT 2ND,25-44,BRONX
95,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,35,ASSAULT 2ND,25-44,BRONX
96,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,35,STOLEN PROP 4TH,25-44,BRONX
97,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,35,C POS WEAPON 2ND,25-44,BRONX
98,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,36,CSCS 3RD,25-44,BRONX
99,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,36,CPCS 3RD,25-44,BRONX
100,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,36,CONSPIRACY 4TH,25-44,BRONX
101,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,37,ROBBERY 3RD,25-44,BRONX
102,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,39,ROBBERY 2ND,25-44,BRONX
103,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,40,CSCS 3RD,25-44,BRONX
104,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,41,BURGLARY 3RD,25-44,BRONX
105,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,42,C POS WEAPON 2ND,25-44,BRONX
106,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,43,CSCS 3RD,25-44,BRONX
107,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,44,GRAND LARCEN 2ND,25-44,BRONX
108,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,44,C POS WEAPON 2ND,25-44,BRONX
109,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,45,CSCS 3RD,45-64,BRONX
110,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,45,CPCS 3RD,45-64,BRONX
111,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,46,ASSAULT 2ND,45-64,BRONX
112,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,46,CPCS 2ND,45-64,BRONX
113,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,46,CSCS 3RD,45-64,BRONX
114,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,50,BURGLARY 3RD,45-64,BRONX
115,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,53,MANSLAUGHTER 1ST,45-64,BRONX
116,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,53,ASSAULT 2ND,45-64,BRONX
117,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,MALE,60,SEXUAL ABUSE 1ST,45-64,BRONX
118,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,FEMALE,31,ROBBERY 2ND,25-44,BRONX
119,2018,JANUARY,1,NEW COURT COMMITMENT,BRONX,MISSING,FEMALE,38,CSCS 3RD,25-44,BRONX
120,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,19,ASSAULT 2ND,18-24,NA
121,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,22,ASSAULT 1ST B FELONY,18-24,NA
122,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,22,SEXUAL ABUSE 1ST,18-24,NA
123,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,25,ROBBERY 2ND,25-44,NA
124,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,25,BURGLARY 2ND,25-44,NA
125,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,26,BURGLARY 3RD,25-44,NA
126,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,27,MANSLAUGHTER 1ST,25-44,NA
127,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,27,FAIL REGIS SEX 2ND,25-44,NA
128,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,28,BURGLARY 2ND,25-44,NA
129,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,29,FAIL REGIS SEX 2ND,25-44,NA
130,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,30,CPCS 5TH,25-44,NA
131,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,35,ARSON 3RD,25-44,NA
132,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,36,IDENTITY THEFT 1,25-44,NA
133,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,37,CPCS 3RD,25-44,NA
134,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,38,CPCS 3RD,25-44,NA
135,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,40,CPCS 3RD,25-44,NA
136,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,MALE,43,CPCS 3RD,25-44,NA
137,2018,JANUARY,1,NEW COURT COMMITMENT,BROOME,MISSING,FEMALE,31,CPCS 3RD,25-44,NA
138,2018,JANUARY,1,NEW COURT COMMITMENT,CATTARAUGUS,MISSING,MALE,20,RAPE 2ND 2007,18-24,NA
139,2018,JANUARY,1,NEW COURT COMMITMENT,CATTARAUGUS,MISSING,MALE,45,CPCS 4TH,45-64,NA
140,2018,JANUARY,1,NEW COURT COMMITMENT,CHAUTAUQUA,MISSING,MALE,30,BURGLARY 3RD,25-44,NA
141,2018,JANUARY,1,NEW COURT COMMITMENT,CHAUTAUQUA,MISSING,MALE,31,CPCS 5TH,25-44,NA
142,2018,JANUARY,1,NEW COURT COMMITMENT,CHAUTAUQUA,MISSING,MALE,45,DRIVE INTOX 2 OFF,45-64,NA
143,2018,JANUARY,1,NEW COURT COMMITMENT,CHAUTAUQUA,MISSING,FEMALE,38,C POS WEAPON 2ND,25-44,NA
144,2018,JANUARY,1,NEW COURT COMMITMENT,CHAUTAUQUA,MISSING,FEMALE,42,FORGERY 2ND,25-44,NA
145,2018,JANUARY,1,NEW COURT COMMITMENT,CHEMUNG,MISSING,MALE,27,CPCS 3RD,25-44,NA
146,2018,JANUARY,1,NEW COURT COMMITMENT,CHEMUNG,MISSING,MALE,28,BURGLARY 3RD,25-44,NA
147,2018,JANUARY,1,NEW COURT COMMITMENT,CHEMUNG,MISSING,MALE,36,CPCS 3RD,25-44,NA
148,2018,JANUARY,1,NEW COURT COMMITMENT,CHEMUNG,MISSING,MALE,42,MURDER 2ND,25-44,NA
149,2018,JANUARY,1,NEW COURT COMMITMENT,CHENANGO,MISSING,MALE,30,BURGLARY 2ND,25-44,NA
150,2018,JANUARY,1,NEW COURT COMMITMENT,CHENANGO,MISSING,MALE,30,CSCS 3RD,25-44,NA
151,2018,JANUARY,1,NEW COURT COMMITMENT,CHENANGO,MISSING,MALE,37,ASSAULT 2ND,25-44,NA
152,2018,JANUARY,1,NEW COURT COMMITMENT,CHENANGO,MISSING,MALE,39,ASSAULT 2ND,25-44,NA
153,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,25,MANFCTURE METH-3RD,25-44,NA
154,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,26,CSCS 3RD,25-44,NA
155,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,27,STOLEN PROP 4TH,25-44,NA
156,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,29,CPCS 4TH,25-44,NA
157,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,31,CPCS 3RD,25-44,NA
158,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,37,CONTRABAND 1ST,25-44,NA
159,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,42,RAPE 1ST,25-44,NA
160,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,43,BURGLARY 3RD,25-44,NA
161,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,43,UNLICENSED DRIVER,25-44,NA
162,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,45,RAPE 3RD,45-64,NA
163,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,49,AGG FAMILY OFFENSE,45-64,NA
164,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,57,GR LAR 3RD AUTO,45-64,NA
165,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,MALE,62,CSCS 3RD,45-64,NA
166,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,FEMALE,23,CSCS 3RD,18-24,NA
167,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,FEMALE,24,CPCS 3RD,18-24,NA
168,2018,JANUARY,1,NEW COURT COMMITMENT,CLINTON,MISSING,FEMALE,33,CSCS 3RD,25-44,NA
169,2018,JANUARY,1,NEW COURT COMMITMENT,COLUMBIA,MISSING,MALE,32,BURGLARY 3RD,25-44,NA
170,2018,JANUARY,1,NEW COURT COMMITMENT,COLUMBIA,MISSING,MALE,37,CSCS 3RD,25-44,NA
171,2018,JANUARY,1,NEW COURT COMMITMENT,COLUMBIA,MISSING,MALE,37,CONTEMPT 1ST,25-44,NA
172,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,20,CPCS 3RD,18-24,NA
173,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,25,BURGLARY 3RD,25-44,NA
174,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,27,MANFCTURE METH-3RD,25-44,NA
175,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,33,CONTEMPT 1ST,25-44,NA
176,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,34,MANFCTURE METH-3RD,25-44,NA
177,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,34,DWI: ALC OR DRGS 3 OFF,25-44,NA
178,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,41,MANSLAUGHTER 2ND,25-44,NA
179,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,MALE,51,CSCS 3RD,45-64,NA
180,2018,JANUARY,1,NEW COURT COMMITMENT,CORTLAND,MISSING,FEMALE,32,MANFCTURE METH-3RD,25-44,NA
181,2018,JANUARY,1,NEW COURT COMMITMENT,DELAWARE,MISSING,MALE,28,DWI: ALC OR DRGS 3 OFF,25-44,NA
182,2018,JANUARY,1,NEW COURT COMMITMENT,DELAWARE,MISSING,MALE,38,CSCS 5TH,25-44,NA
183,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,19,C POS WEAPON 2ND,18-24,NA
184,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,20,CPCS 3RD,18-24,NA
185,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,22,ASSAULT 1ST B FELONY,18-24,NA
186,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,23,BURGLARY 3RD,18-24,NA
187,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,25,C POS WEAPON 2ND,25-44,NA
188,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,26,CPCS 3RD,25-44,NA
189,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,29,ROBBERY 1ST,25-44,NA
190,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,30,BURGLARY 3RD,25-44,NA
191,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,31,CSCS 3RD,25-44,NA
192,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,31,C POS WEAPON 2ND,25-44,NA
193,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,37,FAIL REGIS SEX 2ND,25-44,NA
194,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,37,DWI: ALC OR DRGS 3 OFF,25-44,NA
195,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,46,FAIL REGIS SEX 2ND,45-64,NA
196,2018,JANUARY,1,NEW COURT COMMITMENT,DUTCHESS,MISSING,MALE,52,SEX CONDUCT CHILD 1ST,45-64,NA
197,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,17,MANSLAUGHTER 1ST,< 18,NA
198,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,18,ROBBERY 1ST,< 18,NA
199,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,20,ROBBERY 1ST,18-24,NA
200,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,23,MURDER 2ND,18-24,NA
201,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,23,CPCS 3RD,18-24,NA
202,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,24,CPCS 4TH,18-24,NA
203,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,24,C POS WEAPON 2ND,18-24,NA
204,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,25,ROBBERY 1ST,25-44,NA
205,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,25,C POS WEAPON 2ND,25-44,NA
206,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,26,CPCS 3RD,25-44,NA
207,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,27,MURDER 2ND,25-44,NA
208,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,27,BURGLARY 1ST,25-44,NA
209,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,29,LEAVE ACCIDENT SCENE,25-44,NA
210,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,30,"CR POS WEAP 3 SUB1,2,3",25-44,NA
211,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,31,C POS WEAPON 2ND,25-44,NA
212,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,36,C POS WEAPON 2ND,25-44,NA
213,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,37,RAPE 2ND 2007,25-44,NA
214,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,37,AGGR DWI:2 PRIOR 10 YR,25-44,NA
215,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,41,CPCS 3RD,25-44,NA
216,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,43,BURGLARY 2ND,25-44,NA
217,2018,JANUARY,1,NEW COURT COMMITMENT,ERIE,MISSING,MALE,48,DWI: ALC OR DRGS 3 OFF,45-64,NA
